artist_name,track_name,track_id,danceability,energy,acousticness,loudness,tempo,speechiness,era
LL Cool J,Hey Lover,5wG7d4cNogw0ETKaICPEYA,0.707,0.438,0.349,-12.195,88.119,0.0656,90s
Rihanna,Cheers (Drink To That),46MDLc0Yip6xCMSsdePOAU,0.578,0.908,0.019,-3.544,79.987,0.0396,10s
Troop,All I Do Is Think of You,4XhrowM5IKGCRrY2HzYBH3,0.534,0.7,0.0143,-8.71,122.609,0.0446,90s
Luther Vandross,Always and Forever,3xvcFlh6hHqxyiAFkqpsjZ,0.429,0.413,0.669,-9.566,149.312,0.032,90s
Jesse McCartney,Body Language,7lT9KJpfzMTNi9702WuNI8,0.647,0.764,0.0293,-4.388,161.416,0.0363,10s
Tamar Braxton,Love and War,3fLBmhcgWkPI47LfVQ8paB,0.27,0.58,0.469,-5.717,179.919,0.039,10s
Mary J. Blige,I'm Goin' Down,0I5mUa3CZPcsrWwlUmTWkV,0.451,0.332,0.723,-9.119,87.484,0.0956,90s
Blackstreet,Before I Let You Go,2rkVoKVEMuct8SmEIGKzBw,0.67,0.468,0.325,-6.725,140.069,0.0328,90s
702,Steelo,5OQO6NEs89flntUWPtXUiG,0.772,0.736,0.113,-8.19,91.008,0.145,90s
Jason Derulo,If It Ain't Love,5YHR8wBR5jXfGtP766NiAT,0.503,0.843,0.0487,-4.991,128.63,0.316,10s
Kelly Rowland,Kisses Down Low,4KhanrenBxgyXYkFCArMyd,0.633,0.726,0.017,-9.318,137.98,0.0678,10s
Big Sean,Marvin & Chardonnay,5xpmdbQcfIOsE1hACcC3UK,0.613,0.807,0.0671,-2.739,133.023,0.0382,10s
Kelly Clarkson,Catch My Breath,5qxPabNDnJQ551Tf4v6k3j,0.692,0.908,0.0251,-5.364,124.042,0.0677,10s
Adina Howard,Freak Like Me,6Vas6h9lB5mmeVDXdFqlQA,0.655,0.837,0.0262,-6.04,91.014,0.0723,90s
En Vogue,My Lovin' (You're Never Gonna Get It),3R97rNX7JnmshCWBwOSFet,0.767,0.839,0.0318,-5.519,98.055,0.0613,90s
Christina Aguilera,Just A Fool,6nS1vMV1zs8c0Lk6mud78D,0.573,0.857,0.0417,-2.85,83.07,0.0432,10s
Mariah Carey,I'll Be There,5jI2ApByK8KJeWVU39oRO4,0.404,0.511,0.716,-9.427,82.025,0.0315,90s
Keri Hilson,Got Your Back,1lQCuKjONE0qcCrh3Wd3Ik,0.519,0.81,0.0196,-5.629,148.094,0.179,10s
Jagged Edge,I Gotta Be,5nS5mDWAyce9gjD8crHcZX,0.719,0.362,0.651,-11.547,109.915,0.0276,90s
Odunsi (The Engine),Tipsy (feat. RAYE),5Wt7ngK753xBhSjb9lRfSR,0.746,0.671,0.239,-4.984,90.014,0.055,10s
Iggy Azalea,Team,2bocAPQcUTLUXx8lAOTiK3,0.891,0.692,0.0545,-4.989,100.023,0.0673,10s
Missy Elliott,WTF (Where They From) [feat. Pharrell Williams],7IAa7vUJ11STN7le8XaxsH,0.932,0.819,0.0181,-3.484,119.941,0.203,10s
SWV,Right Here - Human Nature Radio Mix,7tUEDtHchueeUJTfEFEhii,0.615,0.72,0.068,-5.16,94.002,0.0658,90s
Jennifer Lopez,Dance Again,4d2hD63oUGU3s7L66JD0BE,0.792,0.856,0.0159,-5.236,127.988,0.067,10s
Mariah Carey,Dreamlover,6HcQZfMrw3KwGyzrKw1Pjy,0.701,0.705,0.18,-6.18,100.669,0.0357,90s
Rihanna,American Oxygen,0bHA8LApeZHv7ZlhVUWg8X,0.233,0.74,0.047,-6.268,79.005,0.151,10s
Deborah Cox,Nobody's Supposed to Be Here,51QxenFmXlJXUN9mpvxlaL,0.662,0.531,0.202,-5.3,119.957,0.0361,90s
LEISURE,Got It Bad,2DKhE0CxWGYoYQxYYbLrjJ,0.793,0.468,0.00839,-10.054,95.999,0.0408,10s
En Vogue,Hold On,3ZqjDpr3qCZnZBPcd0Hpj2,0.728,0.464,0.0865,-11.156,96.944,0.0605,90s
Boyz II Men,Water Runs Dry,7yhmvQh1JOzbNiNFQo4Tfc,0.573,0.377,0.419,-12.9,89.599,0.0278,90s
Diddy,Been Around the World (feat. The Notorious B.I.G. & Mase),1siDRjAa8MdxNoCHTiiQ7B,0.815,0.529,0.0191,-10.117,99.439,0.28,90s
Usher,More - RedOne Jimmy Joker Remix,0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,0.00166,-2.628,125.083,0.0543,10s
Ginuwine,So Anxious,2zbjlcLi1VQWqDNYdhyx1l,0.733,0.395,0.279,-11.959,96.085,0.0366,90s
Johnny Gill,"My, My, My",0Z9FRM5zukGVagh8TVSdrI,0.601,0.611,0.0817,-10.23,74.098,0.0596,90s
Xscape,My Little Secret,0mIuIBLkaRvPCz6A0mPqbM,0.814,0.431,0.371,-9.125,129.957,0.0936,90s
DJ Khaled,To the Max,2of5xn0GU0TdFneR1saRLH,0.461,0.812,0.0184,-5.776,159.869,0.241,10s
Mary J. Blige,Be Happy,5X82VFLvjpeWQlTSShqqj0,0.674,0.715,0.148,-8.525,92.918,0.085,90s
LEISURE,All over You,2DSTdXVhlCfiWnKpWgZlHA,0.763,0.355,0.162,-8.826,70.007,0.0518,10s
Dru Hill,Beauty,125dAqUSmX1nOG50fBz9vb,0.721,0.289,0.572,-14.219,119.873,0.0715,90s
SWV,Rain,4G1qRhOk1YY0kewtMaCrMC,0.643,0.486,0.337,-10.443,138.151,0.0278,90s
Trey Songz,About You,2ssYQKMqVUkoQgi02PmDPB,0.582,0.564,0.0959,-4.066,204.002,0.0837,10s
Next,Butta Love,6fRLVZ4jKzuqyDPlIdbq9q,0.735,0.441,0.0972,-8.412,108.015,0.0407,90s
Faith Evans,You Used To Love Me,0KhXVmAN4sqeEgsqRd39f2,0.702,0.458,0.247,-8.195,89.271,0.035,90s
Fifth Harmony,Miss Movin' On,0gL0Xf8CN95HmgfEYYLRZV,0.466,0.842,0.0332,-2.937,75.0,0.0513,10s
Britney Spears,Hold It Against Me,7Dyq1bhhjknLKEGg4k5NLr,0.648,0.722,0.0103,-4.813,132.973,0.0427,10s
Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",5PMKzsUsTpZZGsCcJBuhP2,0.854,0.543,0.0402,-6.166,103.032,0.0844,90s
Big Sean,My Last,70tFuqBcduJv15bEnOPRTh,0.387,0.773,0.098,-5.685,78.629,0.17,10s
Britney Spears,Pretty Girls,6QicTxeiSaRkPnkGDUvYOs,0.834,0.831,0.00799,-6.061,103.009,0.0745,10s
Jennifer Lopez,Waiting for Tonight,5yaCquc7koPqtgj7v0lwHX,0.695,0.945,0.00341,-6.165,125.013,0.0418,90s
Mint Condition,U Send Me Swingin',1mC7u32zemMLC1mVOU02Pm,0.602,0.583,0.145,-5.886,144.029,0.0291,90s
Ciara,Ride,3RJclnBV8g9mvHPtSzPf7c,0.694,0.719,0.00131,-4.538,129.961,0.0484,10s
Shanice,I Love Your Smile,5BE3DOk0C26VCMxxT84bec,0.669,0.813,0.0119,-9.707,93.905,0.137,90s
Usher,Lemme See (feat. Rick Ross),4MevEW6tsWrpmzPKaqK0Uw,0.656,0.725,0.0262,-4.067,153.873,0.0596,10s
Iggy Azalea,Work,3yx6eryOZgO54bt3B671cn,0.697,0.808,0.0604,-4.928,140.013,0.155,10s
Big Sean,Guap,1wcWdMlLjzp7Rx25JJN7c4,0.647,0.734,0.305,-6.094,146.163,0.166,10s
Britney Spears,Make Me... (feat. G-Eazy),0nUGa8WQpQqg2vzJUprEo5,0.701,0.7,0.146,-6.672,122.984,0.0925,10s
D'Angelo,Cruisin',2voXNGgRrosxCJA6foTVau,0.407,0.525,0.381,-12.725,74.34,0.166,90s
Wale,The Matrimony (feat. Usher),7vlPI45Zzzk0palLdKry4k,0.416,0.712,0.438,-6.671,78.015,0.384,10s
Fergie,L.A.LOVE (la la) [feat. YG],5h2nC1QYVpK0AJra70Ja3p,0.509,0.482,0.0186,-6.965,101.042,0.176,10s
Diddy,Victory (feat. The Notorious B.I.G. & Busta Rhymes),2B9aYvlGefTIgKLhM6ia8t,0.609,0.731,0.397,-6.846,91.778,0.322,90s
Sean Kingston,Letting Go (Dutty Love) featuring Nicki Minaj,0wDbYIl4fN2mccHczCJqEf,0.792,0.808,0.335,-4.156,92.064,0.0963,10s
Faith Evans,Soon As I Get Home,6SkGfPa77E4giShVbk9N6R,0.652,0.498,0.517,-6.201,120.144,0.0416,90s
Jodeci,Forever My Lady,2pY99npaZKTVAyw2DhV9Bo,0.706,0.496,0.168,-15.138,118.022,0.0431,90s
Bobby Brown,Rock Wit'cha,7BVMXNnQSswMX8IJeZUb5T,0.696,0.561,0.0335,-12.533,77.506,0.05,90s
Whitney Houston,Heartbreak Hotel (feat. Faith Evans & Kelly Price),4J9u7UsXH7F6sFI32KnYuP,0.724,0.535,0.0477,-7.616,133.816,0.0588,90s
Jodeci,Stay,0JukF7Yf5qF10ntu6lpJ5I,0.667,0.374,0.0688,-13.587,129.935,0.0385,90s
Gwen Stefani,Make Me Like You,2WIxwn8LZRI7knO1VbwdaE,0.741,0.714,0.0403,-4.739,118.036,0.0476,10s
Sean Kingston,Beat It,3bwCMbwDZVtvJDnUTQIdCX,0.477,0.637,0.00487,-5.386,198.12,0.109,10s
Trey Songz,Foreign,0tyYpW6eJ2q7Dtfyc3v7rO,0.749,0.643,0.0254,-7.424,123.92,0.114,10s
Jamie Foxx,Fall For Your Type,0hRPRbA2B1CYmGNhWhFjwF,0.593,0.393,0.394,-11.736,136.866,0.0827,10s
Jodeci,Feenin',0IyGPlGWkWZubMgC3qdBWz,0.668,0.616,0.176,-10.84,121.727,0.0669,90s
Kid Ink,Hotel,7Fmcaq4o4eTJ4duXS27Dl7,0.774,0.575,0.00521,-7.004,102.858,0.173,10s
Trey Songz,Heart Attack,25CA8QVJQrh5R05UUCaODM,0.608,0.863,0.0593,-4.87,150.029,0.131,10s
Sade,Soldier of Love,0bgsj8kz5zWbQ6njk2Oqoz,0.775,0.572,0.0117,-8.427,90.023,0.0632,10s
Montell Jordan,Get It On Tonite,0AcLrSfAEBQcUnHOTm5pXg,0.806,0.494,0.278,-9.973,99.003,0.0786,90s
Xscape,Understanding,4yKbbM56fLCxwR5CTH6QkP,0.7,0.465,0.36,-10.43,137.823,0.0562,90s
Hi-Five,She's Playing Hard To Get,3xRbymJj98leHL7K8Y94WS,0.525,0.811,0.00847,-6.148,199.977,0.0602,90s
Soul For Real,Every Little Thing I Do,5u3rsmRYRSKJpFHXPT4p07,0.712,0.399,0.00484,-9.297,99.06,0.0309,90s
TLC,Red Light Special,6dW75XbJ1WAMljOXWjTK46,0.52,0.449,0.205,-8.957,189.243,0.0331,90s
Peabo Bryson,A Whole New World (Aladdin's Theme),4tS8xQfyPGc7f4lJ1JP6BX,0.516,0.32,0.627,-10.487,107.894,0.0303,90s
After 7,Ready Or Not,6AgDFWLbbAt2migXMbrhXT,0.733,0.566,0.0966,-12.06,141.94,0.039,90s
Boyz II Men,A Song For Mama,6FuJokk9FHx0E00SZ8ib8X,0.569,0.44,0.471,-8.948,75.001,0.035,90s
Dru Hill,These Are The Times,0OMmiWMwsCNtpQ5aP6fdp9,0.717,0.483,0.13,-9.314,109.961,0.0284,90s
Mary J. Blige,Sweet Thing,3X3XuCPTC95ARm9SguWsIa,0.69,0.651,0.343,-7.86,79.305,0.101,90s
Timbaland,Say Something (Featuring Drake),7qje9qxLncMESiPeI27SAn,0.559,0.741,0.0912,-4.491,79.887,0.0889,10s
Aaliyah,Age Ain't Nothing But a Number,2hMk3VNicbCoV8I81m7Z3q,0.589,0.532,0.155,-8.572,84.012,0.0271,90s
Ciara,I'm Out,3c7MNgwEBQTnrOWLjU1DHq,0.737,0.723,0.0864,-5.834,148.113,0.261,10s
Jonn Hart,Who Booty (Remix),3zl4HPDF1fCoTZnPjHgSsb,0.686,0.541,0.0971,-6.643,96.965,0.0356,10s
Blaque,Bring It All to Me,1cjBan0t4eBk2Y5j17hdyf,0.695,0.579,0.000479,-5.066,88.957,0.0325,90s
Sade,Kiss of Life,5bNxRtWEEUu3myoEYL9687,0.724,0.472,0.631,-11.298,97.11,0.0279,90s
DJ Khaled,I Got the Keys (feat. Jay-Z & Future),51Nwg5wCDDiqcTntgJUlLo,0.686,0.623,0.00287,-3.425,140.171,0.13,10s
Melanie Fiona,It Kills Me,6qU37BgVfPhpb2rhYzZWrF,0.62,0.789,0.215,-4.265,107.359,0.0469,10s
Toni Braxton,Breathe Again,1xFliXOpcu7E89AsDAZ7JV,0.689,0.677,0.0704,-6.36,153.919,0.0326,90s
Babyface,When Can I See You,2zItQNJrVrTioXTXWiI2ed,0.754,0.472,0.257,-11.787,169.199,0.0807,90s
Trey Songz,2 Reasons (feat. T.I.),6lgzJuBX3iqevLdtgNlyAU,0.734,0.746,0.00135,-5.088,94.033,0.0762,10s
The Carters,APES**T,0B08s1tLWCXoFmGP0vIubM,0.698,0.783,0.016,-6.503,160.034,0.266,10s
Usher,Lil Freak,2sdarYql1R0GAdFsdb4LDM,0.834,0.628,0.000879,-6.616,139.958,0.0626,10s
DJ Khaled,No New Friends - SFTB Remix,04a1HkNH7LFsG5mEiLN7vl,0.703,0.681,0.00589,-6.356,124.928,0.133,10s
Iggy Azalea,Trouble,3MPZOtMvBoxAIRUkgux87d,0.96,0.695,0.0948,-3.802,106.028,0.143,10s
Mary J. Blige,Mr. Wrong,2w9K8zyrxcAwRKRti0BvFa,0.693,0.676,0.193,-5.024,143.058,0.15,10s
Aaron Hall,I Miss You,1TWhpLaqdToKoHHpFnCxsd,0.713,0.766,0.0323,-5.268,120.084,0.0284,90s
Maribou State,Steal,0pAiyIHt9DyHOjWgF41kp6,0.729,0.456,0.62,-6.795,110.999,0.0528,10s
SWV,You're Always On My Mind,4zAxfkmJqsaHqFu1YPMS5a,0.621,0.583,0.0116,-10.127,137.534,0.0345,90s
Dru Hill,In My Bed - So So Def Mix,0IBgCsG8dRnUtveiIaoFHF,0.818,0.655,0.11,-7.68,95.443,0.253,90s
Keith Sweat,I'll Give All My Love to You,4L9VA69sfZKK5HAs5zP22I,0.62,0.514,0.431,-7.948,140.062,0.0417,90s
Kelly Clarkson,Mr. Know It All,7uRznL3LcuazKpwCTpDltz,0.676,0.807,0.0284,-5.131,95.956,0.029,10s
Jason Derulo,Don't Wanna Go Home,1r3myKmjWoOqRip99CmSj1,0.671,0.808,0.02,-4.861,121.956,0.0652,10s
Marsha Ambrosius,Far Away,5KVbaJP4IOZmZZlj5v4jp2,0.433,0.668,0.221,-6.544,70.478,0.211,10s
B.o.B,Both of Us (feat. Taylor Swift),3r9bgSJlJz2zlevcBRYXko,0.677,0.722,0.0213,-7.088,125.091,0.0522,10s
Donell Jones,Knocks Me Off My Feet,4o1E2c0ye1RlIJJqOM0dqP,0.469,0.594,0.0663,-8.209,167.223,0.0403,90s
Mary J. Blige,I Can Love You,4MTHIKGWNTBoubzDMkXFfa,0.635,0.614,0.0179,-7.165,174.213,0.197,90s
Iggy Azalea,Beg For It,7MQREx2p9bXdqm8WTGVkGI,0.805,0.745,0.209,-4.303,92.985,0.044,10s
Jason Derulo,Cheyenne,3EofjRgUI1WrzqqtLb8NoF,0.554,0.768,0.0126,-5.812,99.679,0.127,10s
Maxwell,Fortunate,0atAqF01mqwYOOfXVHu51F,0.741,0.37,0.105,-9.117,126.136,0.0463,90s
Empire Cast,You're So Beautiful (feat. Jussie Smollett and Yazz),4jPYWplZcF6kAfHZ885EUS,0.78,0.739,0.00853,-5.355,122.026,0.0656,10s
Usher,My Way,5PIveStlGgjVL54GpVcqxr,0.815,0.521,0.0105,-8.178,90.079,0.136,90s
Missy Elliott,I'm Better (feat. Lamb),2Kf9fwIOwZwd6Aw7OxfkF0,0.926,0.354,0.374,-10.773,105.005,0.511,10s
Jodeci,Love U 4 Life,02D9uD9WQb834Lb54xCvDS,0.695,0.638,0.343,-7.891,118.106,0.0458,90s
Mindless Behavior,Mrs. Right,4N4CHJqFZHyB7SBUuSFu1y,0.384,0.744,0.0496,-4.754,71.521,0.185,10s
En Vogue,Giving Him Something He Can Feel,4htbAEZWr53J08x3dUv00W,0.496,0.298,0.306,-10.175,203.824,0.0405,90s
Wale,That Way (feat. Jeremih & Rick Ross),7FAXe9lI8vzAJYgYv2xoSC,0.683,0.691,0.0379,-6.435,73.469,0.23,10s
Da Brat,Funkdafied,29VrHhpC5AS9b7XJYDPhqb,0.802,0.461,0.0757,-12.367,90.995,0.302,90s
New Edition,I'm Still In Love With You,46LEQkbfPT5x2ZanS3STg5,0.737,0.521,0.431,-4.761,134.286,0.0368,90s
Silk,Meeting In My Bedroom,3Ypnlj9KYSif4Elk7EeHgt,0.716,0.455,0.0329,-7.148,111.668,0.0282,90s
Mariah Carey,Love Takes Time,48l7PNpT2fBoT4cdLW6EzP,0.602,0.338,0.727,-12.371,126.232,0.0293,90s
Janet Jackson,Rhythm Nation,4nTYxxF8iWBq54LO3dBUie,0.637,0.933,0.0566,-7.756,109.111,0.071,90s
Gwen Stefani,Used To Love You,7dhB1xznh2bbCWrFjCSH5x,0.623,0.654,0.0183,-5.408,96.017,0.0674,10s
Jazmine Sullivan,Holding You Down (Goin' in Circles),5UdicZrmNt418AmwNixCJP,0.724,0.872,0.082,-2.706,95.09,0.14,10s
Jodeci,Cry For You,3RNvMhYFEwpCgPnDGKR5MB,0.651,0.498,0.328,-12.159,115.771,0.0339,90s
Kirk Franklin,Lean On Me,4IyemaA2yUElYlOiCV1vGC,0.517,0.464,0.269,-8.021,106.395,0.0275,90s
TeeFLii,24 Hours,7LWtfSW68VAkHp3hpcFDCY,0.833,0.638,0.0392,-9.119,100.01,0.0441,10s
112,Anywhere,0Zze3tFRSNwL6KllmYjLgZ,0.589,0.477,0.114,-9.025,125.867,0.29,90s
Fabolous,You Be Killin Em,5I6YA7oHtraxwWQzzCugDt,0.664,0.909,0.444,-3.552,93.977,0.22,10s
Mary J. Blige,Everything,3CbnA6S33amyRNmgmfi33H,0.586,0.572,0.137,-7.523,81.893,0.0398,90s
Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Pete Rock Remix",1aKzgL3nsei4Idwi8H9Zts,0.695,0.687,0.0024,-9.075,159.03,0.0728,10s
DJ Khaled,How Many Times,3uqez7AQId9NZ15UF9QW9M,0.798,0.704,0.0937,-4.317,116.016,0.199,10s
Janet Jackson,If,0t414ewhjcIiuPVF3QECz2,0.653,0.976,0.0374,-5.173,105.575,0.0797,90s
LL Cool J,Around The Way Girl,6jL1SnyXcXiKOmw4M2RnmT,0.614,0.445,0.00268,-17.091,202.191,0.424,90s
Beyoncé,Video Phone - Extended Remix featuring Lady Gaga,2nX9948PslVYrrHUf6w0eL,0.32,0.782,0.00203,-7.37,78.05,0.374,10s
Christina Aguilera,Your Body,2pmtavvgqZN52EePYxutgk,0.593,0.781,0.000739,-5.292,103.024,0.0547,10s
TLC,Baby-Baby-Baby,1zTuB57LYZa7xu7KUH8kF0,0.679,0.597,0.0913,-8.601,184.174,0.0439,90s
Little Dragon,Ritual Union,5uTjNzGKCQ50synrf9dWmT,0.7,0.738,0.0381,-4.398,144.035,0.0324,10s
Kelly Clarkson,Dark Side,2X1Z1k5wftCspyRLrqVCza,0.559,0.86,0.0991,-4.04,118.969,0.05,10s
Mount Kimbie,Marilyn,5jJPcImQkogKdwsVS36zH7,0.271,0.486,0.351,-11.956,179.826,0.0407,10s
Robin Thicke,Sex Therapy,6MmxDAqXSxFS9dLQs1l7DT,0.692,0.521,0.679,-4.559,112.024,0.0301,10s
Chris Brown,This X-Mas,2aCOTUTsSh9018q7nTsdjm,0.642,0.595,0.119,-5.909,98.033,0.104,10s
Monica,Love All Over Me,3jmrIQTRL9ea0Xv4yCvJEJ,0.514,0.628,0.546,-5.661,129.539,0.0451,10s
Diddy - Dirty Money,Hello Good Morning - Remix,2uAbEJGrLecIbkW9p3OqQl,0.75,0.874,0.0915,-4.831,104.016,0.242,10s
Mariah Carey,I Still Believe,1bUrdVhrxVzTuROudSTYVO,0.604,0.53,0.217,-7.597,117.941,0.0332,90s
Kelly Price,Friend Of Mine - Remix,35irxCsC8QXJ1IN0eioD3H,0.731,0.379,0.447,-9.026,109.884,0.033,90s
Ellie Goulding,Beating Heart,74ShSWUO9MyQ12K5b9ToCf,0.558,0.757,0.177,-6.013,127.905,0.0704,10s
Kelly Clarkson,People Like Us,6tFeZgmfkspHPH33MWe3m0,0.6,0.787,0.043,-5.163,127.977,0.0366,10s
Boyz II Men,Uhh Ahh,0MrD47wtvAu6igsy8vqUzN,0.726,0.652,0.151,-8.113,125.971,0.0857,90s
Whitney Houston,All The Man That I Need,07M76e7IXxYdnC1BBiJxEX,0.485,0.577,0.462,-9.98,150.888,0.0323,90s
DJ Khaled,Welcome To My Hood - Remix,2NYYUTe0vuU5Tq4smECz71,0.583,0.804,0.0227,-4.074,139.594,0.273,10s
K. Michelle,V.S.O.P.,5hZUqVitmzZQcTtpkybSj6,0.277,0.806,0.0478,-4.715,74.098,0.0577,10s
Akon,Angel,6LBcHFbzmKSgGjZapRE2B5,0.567,0.851,0.0897,-2.465,125.887,0.0322,10s
Johnny Gill,Rub You The Right Way,40xz60ciGIpsRtDqRfPKBE,0.676,0.874,0.0216,-6.959,111.871,0.0446,90s
Mariah Carey,Can't Let Go,0ikbcCJIJaY9sKEivAXJ4I,0.477,0.533,0.591,-11.049,162.368,0.0408,90s
Changing Faces,Stroke You Up,4VcV0t8VN6AZcWTznJOUUN,0.73,0.731,0.278,-3.438,131.396,0.0279,90s
Rico Love,They Don't Know,4tzrdaXrV7FQMLoM0FvXdZ,0.777,0.548,0.145,-6.836,100.005,0.0596,10s
Charli XCX,Break The Rules,38tKqQuqodiUYOsw6HWyeQ,0.676,0.926,0.0305,-2.244,124.019,0.0425,10s
Boyz II Men,4 Seasons Of Loneliness,027tq4cWr0kRxLTfdxvM1L,0.583,0.488,0.821,-10.494,98.497,0.0444,90s
Rihanna,ROCKSTAR 101,5rXDTihGQ3TkYE3pmraAmH,0.343,0.65,0.0299,-4.624,170.697,0.0909,10s
B.o.B,Don't Let Me Fall,3myI1o0izYfh2z9JTQzCfJ,0.543,0.73,0.00631,-6.086,150.187,0.0384,10s
Diggy,Do It Like You - feat. Jeremih,3hTfNt05rYtyMamwkxyHaZ,0.447,0.811,0.00404,-5.382,150.399,0.135,10s
Mary J. Blige,Reminisce,0EWT5JnKOf6saRn4ASff3j,0.646,0.699,0.0397,-8.122,91.44,0.0669,90s
Destiny's Child,Bug a Boo (H-Town Screwed Mix),3iZizHVmWHdaJbvcU65S6x,0.76,0.718,0.00413,-3.087,104.42,0.147,90s
Kenny Lattimore,For You,4fgQMbN9r8d9V2exSTsLFs,0.633,0.42,0.737,-11.784,137.693,0.0352,90s
702,Get It Together,4eDCsyIHTSu3cQZ5wDIyP7,0.787,0.188,0.642,-11.456,114.048,0.0348,90s
Keyshia Cole,Enough Of No Love,759b29QKmhaVSAuMp6AfWr,0.64,0.624,0.0177,-5.831,86.802,0.152,10s
Usher,Good Kisser,3CX3WMBg6lzWk72bYL29vP,0.64,0.782,0.379,-4.177,97.516,0.189,10s
Jessie J,Burnin' Up,2f8FHYOkBjxnNxBWXWBpsG,0.756,0.814,0.0442,-2.969,124.022,0.0459,10s
Wale,LoveHate Thing - feat. Sam Dew,6kx16R0LMAyoXDvGqddZFy,0.736,0.691,0.0771,-6.118,99.954,0.169,10s
Toni Braxton,Another Sad Love Song,70iDnqYvxCPl3mPd3ddxgD,0.78,0.71,0.0143,-7.429,96.067,0.0479,90s
Tamia,You Put a Move on My Heart,3bhZuw0gZRLEOGeggjWzpP,0.492,0.438,0.591,-6.984,149.74,0.0273,90s
Twista,Make A Movie,7CisLSqtKbDw2VtpN6IuLw,0.846,0.774,0.00752,-5.131,120.012,0.0509,10s
Empire Cast,Conqueror (feat. Estelle and Jussie Smollett),7uQztXdiRLRu4YSviPqfD9,0.573,0.59,0.298,-6.37,130.016,0.0344,10s
Ray J,I Hit It First,6nJN1GYIHIdg1HQtrmJsqU,0.647,0.702,0.0194,-8.168,97.972,0.0677,10s
DJ Khaled,Take It To The Head,6yOGrvkrcv5SbgzMkox2p8,0.706,0.843,0.00176,-2.436,141.98,0.0722,10s
En Vogue,Free Your Mind,2vG1yrWSMiL6egg6w4e9ma,0.765,0.831,0.0894,-6.522,100.026,0.0565,90s
Ciara,Dance Like We're Making Love,3biFdxByHgUhTbp2dG89zK,0.721,0.541,0.063,-8.623,96.046,0.0659,10s
Anita Baker,I Apologize - Single Version,42PgBU5zsMItWXs9Gd9MIP,0.581,0.509,0.488,-10.9,77.255,0.0528,90s
Ne-Yo,Beautiful Monster,2Q99zPXVqCPN5RaZawvJWZ,0.708,0.771,0.209,-6.99,128.013,0.131,10s
Tyrese,Lately,0XmTCQWHgf6dOXJeLjXrzr,0.541,0.701,0.0761,-7.287,80.057,0.102,90s
Lil' Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez - Remix",42OhQBFNIbMyxRGxyPOvQA,0.854,0.602,0.0689,-10.162,99.429,0.32,90s
Maribou State,Feel Good (feat. Khruangbin),3PURbsY67tLMyausOABtit,0.566,0.757,0.328,-8.37,102.016,0.0355,10s
Mariah Carey,Someday,6TSM5vkz0WzyZsNAKKYDcw,0.685,0.819,0.206,-8.686,109.855,0.0405,90s
Britney Spears,Perfume,0DOgMeHlNponAEqczZoxX0,0.39,0.557,0.452,-6.344,79.34,0.0521,10s
Dru Hill,How Deep Is Your Love,60NvAO9lx0KmBNAVHIlWN6,0.72,0.434,0.0367,-9.08,94.421,0.0907,90s
Rita Ora,How We Do (Party),56cQwIA14AQRdyWsu2Abdb,0.739,0.926,0.00298,-3.927,116.03,0.0725,10s
Jamie Foxx,You Changed Me,6za48riBTylMJHsf4AJPxK,0.696,0.65,0.123,-6.578,137.967,0.252,10s
Monifah,Touch It,3upCmUgdchN3u0vkedbC5S,0.863,0.476,0.0307,-10.019,115.459,0.0932,90s
SWV,Use Your Heart,5mCQirG6bW3iDN0gpdoxrP,0.625,0.456,0.104,-9.537,73.927,0.0364,90s
B.o.B,Not For Long (feat. Trey Songz),6H75Ki32BRrJFQeDNR05s1,0.837,0.662,0.0936,-5.104,100.054,0.0486,10s
Mariah Carey,I Don't Wanna Cry,1hFtJ5rV3aAm58ErijHdFO,0.641,0.504,0.197,-12.486,130.786,0.031,90s
Eric Benét,Georgy Porgy (feat. Faith Evans),5AIA8TpGhuilLpHbA6c1bq,0.728,0.636,0.00677,-7.033,96.512,0.171,90s
Brandy,Almost Doesn't Count,5ZCv9I8mgChcYkSrLuLSTc,0.682,0.543,0.494,-7.063,71.582,0.0454,90s
D'Angelo,Me And Those Dreamin' Eyes Of Mine,5MjUkhqCpr5uZ39xZmLZxe,0.511,0.402,0.702,-10.695,83.339,0.219,90s
Jennifer Lopez,Live It Up,2FHdoPa5aWaAmjuf362KJ0,0.692,0.729,0.0127,-5.12,127.967,0.132,10s
Babyface,Never Keeping Secrets,7L06pF5o819jflseQ4Wde5,0.693,0.648,0.0949,-6.411,113.117,0.0248,90s
Mariah Carey,Anytime You Need a Friend,0S8xKy1efKy3LvR53qe3Cq,0.57,0.549,0.469,-7.956,136.13,0.0312,90s
Maxwell,Bad Habits - uncut,0f62w1teOSaYgKObtzygaR,0.661,0.67,0.0873,-7.645,148.02,0.258,10s
Brandy,Brokenhearted (feat. Wanya Morris) - Single Version,6AzzMupvtP4u4B8d5OWVUi,0.329,0.517,0.488,-7.178,149.758,0.0353,90s
Bell Biv DeVoe,When Will I See You Smile Again?,3q0QmvdwHBETS89ZvelClL,0.715,0.414,0.0496,-11.919,124.043,0.0277,90s
